"subject","event1","event2","actualDist","value","bothMem","respProp","actProp","propDiff","propAbsDiff","pairOrder","avgMem","avgSurp","avgPos","avgNeg","distFactor","lockdownFactor"
53,"georgeFloyd","RBG",116,44,0,0.44,0.317808219178082,0.122191780821918,0.122191780821918,NA,25,18.5,2.5,29.5,1,"al"
53,"georgeFloyd","trumpFraud",166,25,1,0.25,0.454794520547945,-0.204794520547945,0.204794520547945,1,51,34.5,4,51,1,"al"
53,"kobe","covid",44,75,1,0.75,0.120547945205479,0.629452054794521,0.629452054794521,1,61,61.5,2.5,60,0,"bl"
53,"kobe","firstStim",60,65,1,0.65,0.164383561643836,0.485616438356164,0.485616438356164,1,46,56.5,32,35.5,0,"bl"
53,"kobe","RBG",235,45,0,0.45,0.643835616438356,-0.193835616438356,0.193835616438356,NA,20,30.5,0.5,26.5,1,"l"
53,"RBG","presBiden",51,62,0,0.62,0.13972602739726,0.48027397260274,0.48027397260274,NA,20,26,3,10.5,0,"al"
53,"soleimani","BLM",148,28,0,0.28,0.405479452054795,-0.125479452054794,0.125479452054794,NA,26,16,15.5,16,1,"l"
53,"soleimani","covid",67,26,0,0.26,0.183561643835616,0.0764383561643836,0.0764383561643836,NA,41,31,2,33.5,0,"bl"
54,"covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,0,100,95,5,95,0,"l"
54,"covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,100,100,0,100,1,"l"
54,"firstStim","georgeFloyd",59,70,1,0.7,0.161643835616438,0.538356164383562,0.538356164383562,1,100,62.5,50,40,0,"l"
54,"georgeFloyd","RBG",116,85,1,0.85,0.317808219178082,0.532191780821918,0.532191780821918,1,100,25,0,40,1,"al"
54,"georgeFloyd","trumpFraud",166,60,1,0.6,0.454794520547945,0.145205479452055,0.145205479452055,1,100,60,5,77.5,1,"al"
54,"kobe","covid",44,20,1,0.2,0.120547945205479,0.0794520547945206,0.0794520547945206,1,100,100,0,100,0,"bl"
54,"kobe","firstStim",60,20,1,0.2,0.164383561643836,0.0356164383561644,0.0356164383561644,1,100,97.5,50,50,0,"bl"
54,"kobe","RBG",235,85,1,0.85,0.643835616438356,0.206164383561644,0.206164383561644,1,100,60,0,50,1,"l"
54,"RBG","presBiden",51,26,1,0.26,0.13972602739726,0.12027397260274,0.12027397260274,0,100,60,0,50,0,"al"
54,"soleimani","BLM",148,70,1,0.7,0.405479452054795,0.294520547945205,0.294520547945205,0,100,89.5,5,95,1,"l"
54,"soleimani","covid",67,46,1,0.46,0.183561643835616,0.276438356164384,0.276438356164384,0,100,94.5,0,100,0,"bl"
55,"covid","BLM",82,40,1,0.4,0.224657534246575,0.175342465753425,0.175342465753425,1,75,75,55,30,0,"l"
55,"covid","presBiden",241,70,1,0.7,0.66027397260274,0.0397260273972603,0.0397260273972603,1,75,60,60,30,1,"l"
55,"firstStim","georgeFloyd",59,70,1,0.7,0.161643835616438,0.538356164383562,0.538356164383562,0,70,50,50,50,0,"l"
55,"georgeFloyd","RBG",116,70,1,0.7,0.317808219178082,0.382191780821918,0.382191780821918,1,60,20,0,85,1,"al"
55,"georgeFloyd","trumpFraud",166,80,1,0.8,0.454794520547945,0.345205479452055,0.345205479452055,1,70,15,0,100,1,"al"
55,"kobe","covid",44,80,1,0.8,0.120547945205479,0.679452054794521,0.679452054794521,0,70,90,10,60,0,"bl"
55,"kobe","firstStim",60,60,1,0.6,0.164383561643836,0.435616438356164,0.435616438356164,1,65,90,50,30,0,"bl"
55,"kobe","RBG",235,81,1,0.81,0.643835616438356,0.166164383561644,0.166164383561644,1,55,60,0,65,1,"l"
55,"RBG","presBiden",51,70,1,0.7,0.13972602739726,0.56027397260274,0.56027397260274,1,60,30,50,35,0,"al"
55,"soleimani","BLM",148,30,1,0.3,0.405479452054795,-0.105479452054795,0.105479452054795,0,65,75,55,30,1,"l"
55,"soleimani","covid",67,80,1,0.8,0.183561643835616,0.616438356164384,0.616438356164384,0,70,80,20,60,0,"bl"
56,"covid","BLM",82,22,1,0.22,0.224657534246575,-0.00465753424657533,0.00465753424657533,1,100,60,31,58,0,"l"
56,"covid","presBiden",241,70,1,0.7,0.66027397260274,0.0397260273972603,0.0397260273972603,1,100,75,38.5,50,1,"l"
56,"firstStim","georgeFloyd",59,0,1,0,0.161643835616438,-0.161643835616438,0.161643835616438,1,100,55,44,54.5,0,"l"
56,"georgeFloyd","RBG",116,70,1,0.7,0.317808219178082,0.382191780821918,0.382191780821918,1,81.5,48.5,3,81.5,1,"al"
56,"georgeFloyd","trumpFraud",166,14,1,0.14,0.454794520547945,-0.314794520547945,0.314794520547945,1,100,53.5,0,100,1,"al"
56,"kobe","covid",44,8,1,0.08,0.120547945205479,-0.0405479452054795,0.0405479452054795,1,100,100,0,100,0,"bl"
56,"kobe","firstStim",60,27,1,0.27,0.164383561643836,0.105616438356164,0.105616438356164,1,100,59,44,54.5,0,"bl"
56,"kobe","RBG",235,21,1,0.21,0.643835616438356,-0.433835616438356,0.433835616438356,1,81.5,52.5,3,81.5,1,"l"
56,"RBG","presBiden",51,69,1,0.69,0.13972602739726,0.55027397260274,0.55027397260274,1,81.5,27.5,41.5,31.5,0,"al"
56,"soleimani","BLM",148,63,1,0.63,0.405479452054795,0.224520547945205,0.224520547945205,0,78.5,43.5,56,17,1,"l"
56,"soleimani","covid",67,65,1,0.65,0.183561643835616,0.466438356164384,0.466438356164384,0,78.5,83.5,25,59,0,"bl"
57,"covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,1,95.5,96,10,42,0,"l"
57,"covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,80,76,36,42,1,"l"
57,"firstStim","georgeFloyd",59,30,1,0.3,0.161643835616438,0.138356164383562,0.138356164383562,1,71.5,80.5,50,50,0,"l"
57,"georgeFloyd","RBG",116,100,1,1,0.317808219178082,0.682191780821918,0.682191780821918,1,77,91.5,0,75.5,1,"al"
57,"georgeFloyd","trumpFraud",166,100,1,1,0.454794520547945,0.545205479452055,0.545205479452055,1,51.5,50,0,78,1,"al"
57,"kobe","covid",44,40,1,0.4,0.120547945205479,0.279452054794521,0.279452054794521,1,99.5,100,0,92,0,"bl"
57,"kobe","firstStim",60,41,1,0.41,0.164383561643836,0.245616438356164,0.245616438356164,1,80,80.5,50,50,0,"bl"
57,"kobe","RBG",235,100,1,1,0.643835616438356,0.356164383561644,0.356164383561644,1,85.5,91.5,0,75.5,1,"l"
57,"RBG","presBiden",51,20,1,0.2,0.13972602739726,0.0602739726027397,0.0602739726027397,0,66,67.5,36,25.5,0,"al"
57,"soleimani","BLM",148,71,0,0.71,0.405479452054795,0.304520547945205,0.304520547945205,NA,46,46,10,0,1,"l"
57,"soleimani","covid",67,50,0,0.5,0.183561643835616,0.316438356164384,0.316438356164384,NA,49.5,50,0,42,0,"bl"
58,"covid","BLM",82,14,1,0.14,0.224657534246575,-0.0846575342465753,0.0846575342465753,1,75.5,60.5,26,49.5,0,"l"
58,"covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,88,88.5,46,41.5,1,"l"
58,"firstStim","georgeFloyd",59,10,1,0.1,0.161643835616438,-0.0616438356164384,0.0616438356164384,0,82.5,60,37.5,52.5,0,"l"
58,"georgeFloyd","RBG",116,67,1,0.67,0.317808219178082,0.352191780821918,0.352191780821918,1,73,41,0,57,1,"al"
58,"georgeFloyd","trumpFraud",166,91,1,0.91,0.454794520547945,0.455205479452055,0.455205479452055,1,79,38,0,84,1,"al"
58,"kobe","covid",44,29,1,0.29,0.120547945205479,0.169452054794521,0.169452054794521,1,83.5,93.5,0,74,0,"bl"
58,"kobe","firstStim",60,41,1,0.41,0.164383561643836,0.245616438356164,0.245616438356164,1,80.5,77,37.5,37.5,0,"bl"
58,"kobe","RBG",235,69,1,0.69,0.643835616438356,0.0461643835616438,0.0461643835616438,1,71,58,0,42,1,"l"
58,"RBG","presBiden",51,31,1,0.31,0.13972602739726,0.17027397260274,0.17027397260274,1,75.5,53,46,9.5,0,"al"
58,"soleimani","BLM",148,23,1,0.23,0.405479452054795,-0.175479452054795,0.175479452054795,1,52.5,34.5,26,17.5,1,"l"
58,"soleimani","covid",67,23,1,0.23,0.183561643835616,0.0464383561643836,0.0464383561643836,1,63,61,0,51,0,"bl"
59,"covid","BLM",82,26,1,0.26,0.224657534246575,0.0353424657534247,0.0353424657534247,1,80,45,5,30,0,"l"
59,"covid","presBiden",241,70,1,0.7,0.66027397260274,0.0397260273972603,0.0397260273972603,1,77.5,40,12.5,30,1,"l"
59,"firstStim","georgeFloyd",59,24,1,0.24,0.161643835616438,0.0783561643835616,0.0783561643835616,0,65,19.5,10,30,0,"l"
59,"georgeFloyd","RBG",116,25,1,0.25,0.317808219178082,-0.0678082191780822,0.0678082191780822,0,55,13,0,32.5,1,"al"
59,"georgeFloyd","trumpFraud",166,77,1,0.77,0.454794520547945,0.315205479452055,0.315205479452055,1,75,12,0,45,1,"al"
59,"kobe","covid",44,30,1,0.3,0.120547945205479,0.179452054794521,0.179452054794521,1,65,57.5,0,50,0,"bl"
59,"kobe","firstStim",60,61,1,0.61,0.164383561643836,0.445616438356164,0.445616438356164,1,50,32.5,10,30,0,"bl"
59,"kobe","RBG",235,20,1,0.2,0.643835616438356,-0.443835616438356,0.443835616438356,0,40,26,0,32.5,1,"l"
59,"RBG","presBiden",51,80,1,0.8,0.13972602739726,0.66027397260274,0.66027397260274,1,52.5,8.5,12.5,12.5,0,"al"
59,"soleimani","BLM",148,29,1,0.29,0.405479452054795,-0.115479452054795,0.115479452054795,1,37.5,15,5,20,1,"l"
59,"soleimani","covid",67,40,1,0.4,0.183561643835616,0.216438356164384,0.216438356164384,1,47.5,40,0,40,0,"bl"
6,"covid","BLM",82,10,1,0.1,0.224657534246575,-0.124657534246575,0.124657534246575,1,95,65,0,100,0,"l"
6,"covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,95,50,0,55,1,"l"
6,"firstStim","georgeFloyd",59,15,1,0.15,0.161643835616438,-0.0116438356164384,0.0116438356164384,1,90,70,23.5,52,0,"l"
6,"georgeFloyd","RBG",116,50,1,0.5,0.317808219178082,0.182191780821918,0.182191780821918,1,77.5,50,0,52.5,1,"al"
6,"georgeFloyd","trumpFraud",166,100,1,1,0.454794520547945,0.545205479452055,0.545205479452055,1,100,60,0,100,1,"al"
6,"kobe","covid",44,0,1,0,0.120547945205479,-0.120547945205479,0.120547945205479,1,90,100,0,100,0,"bl"
6,"kobe","firstStim",60,32,1,0.32,0.164383561643836,0.155616438356164,0.155616438356164,1,85,70,23.5,52,0,"bl"
6,"kobe","RBG",235,30,1,0.3,0.643835616438356,-0.343835616438356,0.343835616438356,1,72.5,50,0,52.5,1,"l"
6,"RBG","presBiden",51,90,1,0.9,0.13972602739726,0.76027397260274,0.76027397260274,1,77.5,0,0,7.5,0,"al"
6,"soleimani","BLM",148,70,0,0.7,0.405479452054795,0.294520547945205,0.294520547945205,NA,50,15,0,50,1,"l"
6,"soleimani","covid",67,60,0,0.6,0.183561643835616,0.416438356164384,0.416438356164384,NA,45,50,0,50,0,"bl"
60,"covid","BLM",82,30,1,0.3,0.224657534246575,0.0753424657534247,0.0753424657534247,1,90,65.5,35,28,0,"l"
60,"covid","presBiden",241,80,1,0.8,0.66027397260274,0.13972602739726,0.13972602739726,1,100,30,80,13,1,"l"
60,"firstStim","georgeFloyd",59,30,1,0.3,0.161643835616438,0.138356164383562,0.138356164383562,0,95,25,50,40,0,"l"
60,"georgeFloyd","RBG",116,20,1,0.2,0.317808219178082,-0.117808219178082,0.117808219178082,0,65,10,0,40,1,"al"
60,"georgeFloyd","trumpFraud",166,89,1,0.89,0.454794520547945,0.435205479452055,0.435205479452055,1,95,0,0,75,1,"al"
60,"kobe","covid",44,0,1,0,0.120547945205479,-0.120547945205479,0.120547945205479,1,100,80,35,23,0,"bl"
60,"kobe","firstStim",60,60,1,0.6,0.164383561643836,0.435616438356164,0.435616438356164,1,100,75,50,10,0,"bl"
60,"kobe","RBG",235,20,1,0.2,0.643835616438356,-0.443835616438356,0.443835616438356,1,70,60,0,10,1,"l"
60,"RBG","presBiden",51,80,1,0.8,0.13972602739726,0.66027397260274,0.66027397260274,1,70,10,45,0,0,"al"
60,"soleimani","BLM",148,31,1,0.31,0.405479452054795,-0.0954794520547945,0.0954794520547945,1,60,40.5,0,25,1,"l"
60,"soleimani","covid",67,10,1,0.1,0.183561643835616,-0.0835616438356164,0.0835616438356164,0,70,35,35,23,0,"bl"
61,"covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,1,85,47.5,37.5,20,0,"l"
61,"covid","presBiden",241,85,1,0.85,0.66027397260274,0.18972602739726,0.18972602739726,1,85,55,30,18,1,"l"
61,"firstStim","georgeFloyd",59,15,1,0.15,0.161643835616438,-0.0116438356164384,0.0116438356164384,0,45,7.5,10,40.5,0,"l"
61,"georgeFloyd","RBG",116,75,1,0.75,0.317808219178082,0.432191780821918,0.432191780821918,1,75,7.5,0,75,1,"al"
61,"georgeFloyd","trumpFraud",166,90,1,0.9,0.454794520547945,0.445205479452055,0.445205479452055,1,80,10,0,85,1,"al"
61,"kobe","covid",44,5,1,0.05,0.120547945205479,-0.0705479452054795,0.0705479452054795,1,60,82.5,0.5,25,0,"bl"
61,"kobe","firstStim",60,45,1,0.45,0.164383561643836,0.285616438356164,0.285616438356164,1,30,42.5,10.5,8,0,"bl"
61,"kobe","RBG",235,100,1,1,0.643835616438356,0.356164383561644,0.356164383561644,1,60,42.5,0.5,42.5,1,"l"
61,"RBG","presBiden",51,10,1,0.1,0.13972602739726,-0.0397260273972603,0.0397260273972603,1,85,15,30,35.5,0,"al"
61,"soleimani","BLM",148,15,0,0.15,0.405479452054795,-0.255479452054794,0.255479452054794,NA,50,5,37.5,2.5,1,"l"
61,"soleimani","covid",67,15,0,0.15,0.183561643835616,-0.0335616438356164,0.0335616438356164,NA,35,42.5,0,17.5,0,"bl"
62,"covid","BLM",82,35,1,0.35,0.224657534246575,0.125342465753425,0.125342465753425,1,96,62,23.5,41.5,0,"l"
62,"covid","presBiden",241,34,1,0.34,0.66027397260274,-0.32027397260274,0.32027397260274,0,100,66.5,23,36.5,1,"l"
62,"firstStim","georgeFloyd",59,62,1,0.62,0.161643835616438,0.458356164383562,0.458356164383562,1,97,40,44,42.5,0,"l"
62,"georgeFloyd","RBG",116,67,0,0.67,0.317808219178082,0.352191780821918,0.352191780821918,NA,50,35,0,42.5,1,"al"
62,"georgeFloyd","trumpFraud",166,42,1,0.42,0.454794520547945,-0.0347945205479452,0.0347945205479452,0,100,57.5,0,92.5,1,"al"
62,"kobe","covid",44,38,1,0.38,0.120547945205479,0.259452054794521,0.259452054794521,1,100,96.5,0,59.5,0,"bl"
62,"kobe","firstStim",60,80,1,0.8,0.164383561643836,0.635616438356164,0.635616438356164,1,97,55,44,25,0,"bl"
62,"kobe","RBG",235,43,0,0.43,0.643835616438356,-0.213835616438356,0.213835616438356,NA,50,50,0,25,1,"l"
62,"RBG","presBiden",51,66,0,0.66,0.13972602739726,0.52027397260274,0.52027397260274,NA,50,20,23,2,0,"al"
62,"soleimani","BLM",148,65,0,0.65,0.405479452054795,0.244520547945206,0.244520547945206,NA,46,15.5,23.5,7,1,"l"
62,"soleimani","covid",67,68,0,0.68,0.183561643835616,0.496438356164384,0.496438356164384,NA,50,46.5,0,34.5,0,"bl"
63,"covid","BLM",82,60,1,0.6,0.224657534246575,0.375342465753425,0.375342465753425,1,90,45,10,60,0,"l"
63,"covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,100,65,25,52.5,1,"l"
63,"firstStim","georgeFloyd",59,32,1,0.32,0.161643835616438,0.158356164383562,0.158356164383562,0,52.5,67.5,38,37.5,0,"l"
63,"georgeFloyd","RBG",116,40,0,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,NA,40,42.5,0.5,35,1,"al"
63,"georgeFloyd","trumpFraud",166,85,1,0.85,0.454794520547945,0.395205479452055,0.395205479452055,1,70,47.5,0.5,42.5,1,"al"
63,"kobe","covid",44,25,1,0.25,0.120547945205479,0.129452054794521,0.129452054794521,1,100,85,0,100,0,"bl"
63,"kobe","firstStim",60,85,1,0.85,0.164383561643836,0.685616438356164,0.685616438356164,1,62.5,75,37.5,52.5,0,"bl"
63,"kobe","RBG",235,60,0,0.6,0.643835616438356,-0.0438356164383562,0.0438356164383562,NA,50,50,0,50,1,"l"
63,"RBG","presBiden",51,70,0,0.7,0.13972602739726,0.56027397260274,0.56027397260274,NA,50,30,25,2.5,0,"al"
63,"soleimani","BLM",148,70,1,0.7,0.405479452054795,0.294520547945205,0.294520547945205,1,65,40,35,10,1,"l"
63,"soleimani","covid",67,45,1,0.45,0.183561643835616,0.266438356164384,0.266438356164384,1,75,65,25,50,0,"bl"
64,"covid","BLM",82,7,1,0.07,0.224657534246575,-0.154657534246575,0.154657534246575,1,92.5,65.5,5,63.5,0,"l"
64,"covid","presBiden",241,56,1,0.56,0.66027397260274,-0.10027397260274,0.10027397260274,1,100,65,49.5,45,1,"l"
64,"firstStim","georgeFloyd",59,37,1,0.37,0.161643835616438,0.208356164383562,0.208356164383562,0,80,72.5,49.5,19,0,"l"
64,"georgeFloyd","RBG",116,38,1,0.38,0.317808219178082,0.0621917808219178,0.0621917808219178,1,76.5,71.5,0.5,39,1,"al"
64,"georgeFloyd","trumpFraud",166,59,1,0.59,0.454794520547945,0.135205479452055,0.135205479452055,1,80.5,40,0.5,45,1,"al"
64,"kobe","covid",44,35,1,0.35,0.120547945205479,0.229452054794521,0.229452054794521,1,100,100,1.5,70.5,0,"bl"
64,"kobe","firstStim",60,46,1,0.46,0.164383561643836,0.295616438356164,0.295616438356164,1,99.5,86.5,49,26,0,"bl"
64,"kobe","RBG",235,82,1,0.82,0.643835616438356,0.176164383561644,0.176164383561644,1,96,85.5,0,46,1,"l"
64,"RBG","presBiden",51,38,1,0.38,0.13972602739726,0.24027397260274,0.24027397260274,1,96,50.5,48,20.5,0,"al"
64,"soleimani","BLM",148,44,1,0.44,0.405479452054795,0.0345205479452055,0.0345205479452055,0,43,16,4,19,1,"l"
64,"soleimani","covid",67,51,1,0.51,0.183561643835616,0.326438356164384,0.326438356164384,0,50.5,50.5,2,45.5,0,"bl"
65,"covid","BLM",82,80,1,0.8,0.224657534246575,0.575342465753425,0.575342465753425,0,100,25,0,100,0,"l"
65,"covid","presBiden",241,15,1,0.15,0.66027397260274,-0.51027397260274,0.51027397260274,1,100,25,25,50,1,"l"
65,"firstStim","georgeFloyd",59,50,1,0.5,0.161643835616438,0.338356164383562,0.338356164383562,0,100,25,25,25,0,"l"
65,"georgeFloyd","RBG",116,50,1,0.5,0.317808219178082,0.182191780821918,0.182191780821918,1,100,50,0,75,1,"al"
65,"georgeFloyd","trumpFraud",166,80,1,0.8,0.454794520547945,0.345205479452055,0.345205479452055,1,100,50,0,25,1,"al"
65,"kobe","covid",44,40,1,0.4,0.120547945205479,0.279452054794521,0.279452054794521,1,100,25,0,100,0,"bl"
65,"kobe","firstStim",60,60,1,0.6,0.164383561643836,0.435616438356164,0.435616438356164,0,100,0,25,50,0,"bl"
65,"kobe","RBG",235,100,1,1,0.643835616438356,0.356164383561644,0.356164383561644,1,100,25,0,100,1,"l"
65,"RBG","presBiden",51,50,1,0.5,0.13972602739726,0.36027397260274,0.36027397260274,1,100,25,25,50,0,"al"
65,"soleimani","BLM",148,50,1,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,0,100,25,50,50,1,"l"
65,"soleimani","covid",67,80,1,0.8,0.183561643835616,0.616438356164384,0.616438356164384,1,100,50,50,50,0,"bl"
66,"covid","BLM",82,13,1,0.13,0.224657534246575,-0.0946575342465753,0.0946575342465753,1,100,100,0,100,0,"l"
66,"covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,100,100,0,100,1,"l"
66,"firstStim","georgeFloyd",59,74,1,0.74,0.161643835616438,0.578356164383562,0.578356164383562,1,100,55,50,50,0,"l"
66,"georgeFloyd","RBG",116,19,1,0.19,0.317808219178082,-0.127808219178082,0.127808219178082,0,85,7.5,0,50,1,"al"
66,"georgeFloyd","trumpFraud",166,78,1,0.78,0.454794520547945,0.325205479452055,0.325205479452055,1,100,15,40,55.5,1,"al"
66,"kobe","covid",44,19,1,0.19,0.120547945205479,0.0694520547945205,0.0694520547945205,1,100,100,0,85,0,"bl"
66,"kobe","firstStim",60,34,1,0.34,0.164383561643836,0.175616438356164,0.175616438356164,1,100,100,50,35,0,"bl"
66,"kobe","RBG",235,65,1,0.65,0.643835616438356,0.00616438356164384,0.00616438356164384,1,85,52.5,0,35,1,"l"
66,"RBG","presBiden",51,30,1,0.3,0.13972602739726,0.16027397260274,0.16027397260274,1,85,52.5,0,50,0,"al"
66,"soleimani","BLM",148,82,1,0.82,0.405479452054795,0.414520547945205,0.414520547945205,0,62.5,54.5,0,50,1,"l"
66,"soleimani","covid",67,70,1,0.7,0.183561643835616,0.516438356164383,0.516438356164383,0,62.5,54.5,0,50,0,"bl"
67,"covid","BLM",82,37,1,0.37,0.224657534246575,0.145342465753425,0.145342465753425,1,100,100,0,75,0,"l"
67,"covid","presBiden",241,75,1,0.75,0.66027397260274,0.0897260273972603,0.0897260273972603,1,100,100,0,87.5,1,"l"
67,"firstStim","georgeFloyd",59,58,1,0.58,0.161643835616438,0.418356164383562,0.418356164383562,1,100,74.5,50,29,0,"l"
67,"georgeFloyd","RBG",116,41,1,0.41,0.317808219178082,0.0921917808219178,0.0921917808219178,0,100,36,0,53.5,1,"al"
67,"georgeFloyd","trumpFraud",166,27,1,0.27,0.454794520547945,-0.184794520547945,0.184794520547945,1,100,34.5,50,29,1,"al"
67,"kobe","covid",44,33,1,0.33,0.120547945205479,0.209452054794521,0.209452054794521,0,100,100,0,77,0,"bl"
67,"kobe","firstStim",60,54,1,0.54,0.164383561643836,0.375616438356164,0.375616438356164,1,100,100,50,27,0,"bl"
67,"kobe","RBG",235,50,1,0.5,0.643835616438356,-0.143835616438356,0.143835616438356,1,100,61.5,0,51.5,1,"l"
67,"RBG","presBiden",51,53,1,0.53,0.13972602739726,0.39027397260274,0.39027397260274,1,100,61.5,0,62,0,"al"
67,"soleimani","BLM",148,55,1,0.55,0.405479452054795,0.144520547945206,0.144520547945206,1,100,84,25,50,1,"l"
67,"soleimani","covid",67,28,1,0.28,0.183561643835616,0.0964383561643836,0.0964383561643836,0,100,84,25,75,0,"bl"
68,"covid","BLM",82,15,1,0.15,0.224657534246575,-0.0746575342465753,0.0746575342465753,1,65,27.5,0,50,0,"l"
68,"covid","presBiden",241,99,1,0.99,0.66027397260274,0.32972602739726,0.32972602739726,1,78.5,28.5,0,50,1,"l"
68,"firstStim","georgeFloyd",59,23,1,0.23,0.161643835616438,0.0683561643835617,0.0683561643835617,1,62,0,35,23.5,0,"l"
68,"georgeFloyd","RBG",116,70,1,0.7,0.317808219178082,0.382191780821918,0.382191780821918,1,49.5,0,0,23.5,1,"al"
68,"georgeFloyd","trumpFraud",166,100,0,1,0.454794520547945,0.545205479452055,0.545205479452055,NA,25.5,0,0,23.5,1,"al"
68,"kobe","covid",44,5,1,0.05,0.120547945205479,-0.0705479452054795,0.0705479452054795,1,89,72,0,100,0,"bl"
68,"kobe","firstStim",60,14,1,0.14,0.164383561643836,-0.0243835616438356,0.0243835616438356,1,83,44.5,35,50,0,"bl"
68,"kobe","RBG",235,87,1,0.87,0.643835616438356,0.226164383561644,0.226164383561644,1,70.5,44.5,0,50,1,"l"
68,"RBG","presBiden",51,60,1,0.6,0.13972602739726,0.46027397260274,0.46027397260274,1,60,1,0,0,0,"al"
68,"soleimani","BLM",148,26,0,0.26,0.405479452054795,-0.145479452054795,0.145479452054795,NA,22.5,0,0,0,1,"l"
68,"soleimani","covid",67,27,0,0.27,0.183561643835616,0.0864383561643836,0.0864383561643836,NA,42.5,27.5,0,50,0,"bl"
69,"covid","BLM",82,25,1,0.25,0.224657534246575,0.0253424657534247,0.0253424657534247,0,83.5,68,15,52.5,0,"l"
69,"covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,95,32.5,50,37.5,1,"l"
69,"firstStim","georgeFloyd",59,30,1,0.3,0.161643835616438,0.138356164383562,0.138356164383562,0,80,80,37.5,50,0,"l"
69,"georgeFloyd","RBG",116,55,1,0.55,0.317808219178082,0.232191780821918,0.232191780821918,1,87.5,55,0,90,1,"al"
69,"georgeFloyd","trumpFraud",166,59,1,0.59,0.454794520547945,0.135205479452055,0.135205479452055,1,90,45,0,85.5,1,"al"
69,"kobe","covid",44,27,1,0.27,0.120547945205479,0.149452054794521,0.149452054794521,0,96,75,0,62.5,0,"bl"
69,"kobe","firstStim",60,68,1,0.68,0.164383561643836,0.515616438356164,0.515616438356164,1,83.5,87.5,37.5,25,0,"bl"
69,"kobe","RBG",235,75,1,0.75,0.643835616438356,0.106164383561644,0.106164383561644,1,91,62.5,0,65,1,"l"
69,"RBG","presBiden",51,12,1,0.12,0.13972602739726,-0.0197260273972603,0.0197260273972603,1,90,20,50,40,0,"al"
69,"soleimani","BLM",148,59,1,0.59,0.405479452054795,0.184520547945205,0.184520547945205,0,68.5,73,20,20,1,"l"
69,"soleimani","covid",67,90,1,0.9,0.183561643835616,0.716438356164384,0.716438356164384,0,80,55,5,42.5,0,"bl"
7,"covid","BLM",82,35,1,0.35,0.224657534246575,0.125342465753425,0.125342465753425,1,100,75.5,50,50,0,"l"
7,"covid","presBiden",241,80,1,0.8,0.66027397260274,0.13972602739726,0.13972602739726,1,100,85,50,50,1,"l"
7,"firstStim","georgeFloyd",59,40,1,0.4,0.161643835616438,0.238356164383562,0.238356164383562,1,92.5,37.5,50,50,0,"l"
7,"georgeFloyd","RBG",116,50,1,0.5,0.317808219178082,0.182191780821918,0.182191780821918,0,100,63,0,100,1,"al"
7,"georgeFloyd","trumpFraud",166,75,1,0.75,0.454794520547945,0.295205479452055,0.295205479452055,1,100,50,0,100,1,"al"
7,"kobe","covid",44,20,1,0.2,0.120547945205479,0.0794520547945206,0.0794520547945206,1,100,100,0,100,0,"bl"
7,"kobe","firstStim",60,70,1,0.7,0.164383561643836,0.535616438356164,0.535616438356164,1,92.5,62.5,50,50,0,"bl"
7,"kobe","RBG",235,75,1,0.75,0.643835616438356,0.106164383561644,0.106164383561644,1,100,88,0,100,1,"l"
7,"RBG","presBiden",51,15,1,0.15,0.13972602739726,0.0102739726027397,0.0102739726027397,1,100,73,50,50,0,"al"
7,"soleimani","BLM",148,30,1,0.3,0.405479452054795,-0.105479452054795,0.105479452054795,0,85,60.5,80,20,1,"l"
7,"soleimani","covid",67,80,1,0.8,0.183561643835616,0.616438356164384,0.616438356164384,0,85,85,30,70,0,"bl"
70,"covid","BLM",82,70,1,0.7,0.224657534246575,0.475342465753425,0.475342465753425,1,92.5,60,17.5,50,0,"l"
70,"covid","presBiden",241,40,1,0.4,0.66027397260274,-0.26027397260274,0.26027397260274,1,92.5,77.5,50,57.5,1,"l"
70,"firstStim","georgeFloyd",59,80,1,0.8,0.161643835616438,0.638356164383562,0.638356164383562,0,75,40,20,52.5,0,"l"
70,"georgeFloyd","RBG",116,30,1,0.3,0.317808219178082,-0.0178082191780822,0.0178082191780822,1,85,17.5,0,90,1,"al"
70,"georgeFloyd","trumpFraud",166,30,1,0.3,0.454794520547945,-0.154794520547945,0.154794520547945,1,75,18,0,90,1,"al"
70,"kobe","covid",44,55,1,0.55,0.120547945205479,0.429452054794521,0.429452054794521,1,72.5,70,5,47.5,0,"bl"
