"subject","event","month","response","error","absError","covid"
11,"trumpInterview","September",6,-3,3,0
11,"RBG","September",8,-1,1,0
11,"presDebates","October",7,-3,3,0
11,"presBiden","November",11,0,0,0
11,"trumpFraud","November",11,0,0,0
11,"baldwin","December",6,-6,6,0
11,"secondStim","December",9,-3,3,0
12,"kobe","January",3,2,2,0
12,"soleimani","January",5,4,4,0
12,"covid","March",4,1,1,1
12,"firstStim","March",2,-1,1,0
12,"borisJCovid","April",6,2,2,0
12,"georgeFloyd","May",5,0,0,0
12,"BLM","June",3,-3,3,0
12,"nayaRivera","July",4,-3,3,0
12,"RBG","September",9,0,0,0
12,"presDebates","October",6,-4,4,0
12,"presBiden","November",11,0,0,0
12,"trumpFraud","November",11,0,0,0
12,"baldwin","December",8,-4,4,0
12,"secondStim","December",6,-6,6,0
13,"kobe","January",2,1,1,0
13,"soleimani","January",1,0,0,0
13,"caucusNV","February",4,2,2,0
13,"primaryNH","February",4,2,2,0
13,"covid","March",3,0,0,1
13,"firstStim","March",4,1,1,0
13,"borisJCovid","April",12,8,8,0
13,"NFL","April",6,2,2,0
13,"georgeFloyd","May",5,0,0,0
13,"BLM","June",6,0,0,0
13,"barronTrump","June",1,-5,5,0
13,"jadaSmith","July",4,-3,3,0
13,"nayaRivera","July",7,0,0,0
13,"falwell","August",4,-4,4,0
13,"trumpInterview","September",9,0,0,0
13,"RBG","September",10,1,1,0
13,"toobinZoom","October",8,-2,2,0
13,"presDebates","October",9,-1,1,0
13,"presBiden","November",11,0,0,0
13,"trumpFraud","November",11,0,0,0
13,"baldwin","December",8,-4,4,0
13,"secondStim","December",12,0,0,0
14,"kobe","January",3,2,2,0
14,"covid","March",4,1,1,1
14,"firstStim","March",6,3,3,0
14,"georgeFloyd","May",5,0,0,0
14,"BLM","June",5,-1,1,0
14,"presDebates","October",9,-1,1,0
14,"presBiden","November",12,1,1,0
14,"trumpFraud","November",12,1,1,0
14,"secondStim","December",10,-2,2,0
15,"kobe","January",5,4,4,0
15,"soleimani","January",2,1,1,0
15,"caucusNV","February",10,8,8,0
15,"primaryNH","February",10,8,8,0
15,"covid","March",3,0,0,1
15,"firstStim","March",9,6,6,0
15,"borisJCovid","April",12,8,8,0
15,"georgeFloyd","May",4,-1,1,0
15,"BLM","June",3,-3,3,0
15,"trumpInterview","September",8,-1,1,0
15,"RBG","September",6,-3,3,0
15,"presDebates","October",10,0,0,0
15,"presBiden","November",11,0,0,0
15,"trumpFraud","November",12,1,1,0
15,"secondStim","December",12,0,0,0
16,"kobe","January",7,6,6,0
16,"soleimani","January",9,8,8,0
16,"covid","March",3,0,0,1
16,"firstStim","March",5,2,2,0
16,"georgeFloyd","May",4,-1,1,0
16,"BLM","June",7,1,1,0
16,"trumpInterview","September",7,-2,2,0
16,"RBG","September",9,0,0,0
16,"toobinZoom","October",4,-6,6,0
16,"presDebates","October",8,-2,2,0
16,"presBiden","November",11,0,0,0
16,"trumpFraud","November",11,0,0,0
16,"secondStim","December",7,-5,5,0
17,"kobe","January",9,8,8,0
17,"covid","March",3,0,0,1
17,"firstStim","March",9,6,6,0
17,"georgeFloyd","May",3,-2,2,0
17,"BLM","June",4,-2,2,0
17,"jadaSmith","July",6,-1,1,0
17,"nayaRivera","July",7,0,0,0
17,"RBG","September",8,-1,1,0
17,"presDebates","October",9,-1,1,0
17,"presBiden","November",11,0,0,0
17,"trumpFraud","November",11,0,0,0
17,"baldwin","December",6,-6,6,0
17,"secondStim","December",11,-1,1,0
18,"kobe","January",3,2,2,0
18,"soleimani","January",10,9,9,0
18,"caucusNV","February",4,2,2,0
18,"primaryNH","February",2,0,0,0
18,"covid","March",3,0,0,1
18,"firstStim","March",5,2,2,0
18,"borisJCovid","April",9,5,5,0
18,"georgeFloyd","May",4,-1,1,0
18,"BLM","June",5,-1,1,0
18,"falwell","August",6,-2,2,0
18,"trumpInterview","September",10,1,1,0
18,"RBG","September",6,-3,3,0
18,"toobinZoom","October",5,-5,5,0
18,"presDebates","October",10,0,0,0
18,"presBiden","November",11,0,0,0
18,"trumpFraud","November",11,0,0,0
18,"secondStim","December",7,-5,5,0
19,"kobe","January",1,0,0,0
19,"soleimani","January",1,0,0,0
19,"caucusNV","February",2,0,0,0
19,"primaryNH","February",2,0,0,0
19,"covid","March",3,0,0,1
19,"firstStim","March",4,1,1,0
19,"borisJCovid","April",4,0,0,0
19,"georgeFloyd","May",5,0,0,0
19,"BLM","June",5,-1,1,0
19,"barronTrump","June",4,-2,2,0
19,"nayaRivera","July",6,-1,1,0
19,"falwell","August",2,-6,6,0
19,"trumpInterview","September",7,-2,2,0
19,"RBG","September",9,0,0,0
19,"toobinZoom","October",5,-5,5,0
19,"presDebates","October",10,0,0,0
19,"presBiden","November",11,0,0,0
19,"trumpFraud","November",11,0,0,0
19,"secondStim","December",8,-4,4,0
20,"kobe","January",1,0,0,0
20,"soleimani","January",8,7,7,0
20,"caucusNV","February",2,0,0,0
20,"primaryNH","February",2,0,0,0
20,"covid","March",2,-1,1,1
20,"firstStim","March",11,8,8,0
20,"borisJCovid","April",7,3,3,0
20,"georgeFloyd","May",5,0,0,0
20,"BLM","June",6,0,0,0
20,"barronTrump","June",7,1,1,0
20,"thomBrenn","August",8,0,0,0
20,"trumpInterview","September",6,-3,3,0
20,"RBG","September",9,0,0,0
20,"presDebates","October",3,-7,7,0
20,"presBiden","November",11,0,0,0
20,"trumpFraud","November",3,-8,8,0
20,"secondStim","December",12,0,0,0
21,"kobe","January",2,1,1,0
21,"soleimani","January",5,4,4,0
21,"caucusNV","February",5,3,3,0
21,"primaryNH","February",4,2,2,0
21,"covid","March",4,1,1,1
21,"firstStim","March",4,1,1,0
21,"borisJCovid","April",9,5,5,0
21,"georgeFloyd","May",6,1,1,0
21,"BLM","June",6,0,0,0
21,"jadaSmith","July",2,-5,5,0
21,"falwell","August",3,-5,5,0
21,"trumpInterview","September",7,-2,2,0
21,"RBG","September",8,-1,1,0
21,"presDebates","October",10,0,0,0
21,"presBiden","November",11,0,0,0
21,"trumpFraud","November",11,0,0,0
21,"baldwin","December",3,-9,9,0
21,"secondStim","December",3,-9,9,0
22,"kobe","January",3,2,2,0
22,"soleimani","January",1,0,0,0
22,"covid","March",3,0,0,1
22,"firstStim","March",3,0,0,0
22,"borisJCovid","April",3,-1,1,0
22,"georgeFloyd","May",3,-2,2,0
22,"BLM","June",6,0,0,0
22,"trumpInterview","September",9,0,0,0
22,"RBG","September",5,-4,4,0
22,"presDebates","October",9,-1,1,0
22,"presBiden","November",11,0,0,0
22,"trumpFraud","November",11,0,0,0
22,"secondStim","December",1,-11,11,0
23,"kobe","January",1,0,0,0
23,"primaryNH","February",4,2,2,0
23,"covid","March",3,0,0,1
23,"firstStim","March",3,0,0,0
23,"borisJCovid","April",8,4,4,0
23,"georgeFloyd","May",5,0,0,0
23,"BLM","June",6,0,0,0
23,"falwell","August",7,-1,1,0
23,"RBG","September",5,-4,4,0
23,"presDebates","October",7,-3,3,0
23,"presBiden","November",11,0,0,0
23,"trumpFraud","November",11,0,0,0
23,"baldwin","December",6,-6,6,0
23,"secondStim","December",6,-6,6,0
24,"kobe","January",5,4,4,0
24,"soleimani","January",7,6,6,0
24,"caucusNV","February",4,2,2,0
24,"primaryNH","February",5,3,3,0
24,"covid","March",3,0,0,1
24,"firstStim","March",5,2,2,0
24,"borisJCovid","April",12,8,8,0
24,"georgeFloyd","May",6,1,1,0
24,"BLM","June",6,0,0,0
24,"falwell","August",2,-6,6,0
24,"trumpInterview","September",10,1,1,0
24,"RBG","September",9,0,0,0
24,"presDebates","October",10,0,0,0
24,"presBiden","November",11,0,0,0
24,"trumpFraud","November",11,0,0,0
24,"secondStim","December",12,0,0,0
25,"kobe","January",2,1,1,0
25,"soleimani","January",10,9,9,0
25,"caucusNV","February",10,8,8,0
25,"primaryNH","February",10,8,8,0
25,"covid","March",3,0,0,1
25,"firstStim","March",4,1,1,0
25,"borisJCovid","April",7,3,3,0
25,"NFL","April",9,5,5,0
25,"georgeFloyd","May",7,2,2,0
25,"olsenDivorce","May",2,-3,3,0
25,"BLM","June",8,2,2,0
25,"jadaSmith","July",6,-1,1,0
25,"trumpInterview","September",10,1,1,0
25,"RBG","September",9,0,0,0
25,"presDebates","October",10,0,0,0
25,"presBiden","November",9,-2,2,0
25,"trumpFraud","November",9,-2,2,0
25,"secondStim","December",11,-1,1,0
26,"kobe","January",7,6,6,0
26,"soleimani","January",9,8,8,0
26,"caucusNV","February",1,-1,1,0
26,"primaryNH","February",8,6,6,0
26,"covid","March",5,2,2,1
26,"firstStim","March",3,0,0,0
26,"borisJCovid","April",10,6,6,0
26,"NFL","April",10,6,6,0
26,"georgeFloyd","May",3,-2,2,0
26,"olsenDivorce","May",7,2,2,0
26,"BLM","June",6,0,0,0
26,"barronTrump","June",8,2,2,0
26,"jadaSmith","July",2,-5,5,0
26,"nayaRivera","July",8,1,1,0
26,"falwell","August",4,-4,4,0
26,"thomBrenn","August",8,0,0,0
26,"trumpInterview","September",10,1,1,0
26,"RBG","September",9,0,0,0
26,"toobinZoom","October",8,-2,2,0
26,"presDebates","October",1,-9,9,0
26,"presBiden","November",1,-10,10,0
26,"trumpFraud","November",2,-9,9,0
26,"baldwin","December",8,-4,4,0
26,"secondStim","December",6,-6,6,0
27,"kobe","January",7,6,6,0
27,"covid","March",6,3,3,1
27,"firstStim","March",9,6,6,0
27,"NFL","April",6,2,2,0
27,"georgeFloyd","May",7,2,2,0
27,"BLM","June",7,1,1,0
27,"RBG","September",8,-1,1,0
27,"presDebates","October",9,-1,1,0
27,"presBiden","November",11,0,0,0
27,"trumpFraud","November",11,0,0,0
27,"secondStim","December",12,0,0,0
28,"kobe","January",5,4,4,0
28,"primaryNH","February",2,0,0,0
28,"covid","March",3,0,0,1
28,"firstStim","March",4,1,1,0
28,"borisJCovid","April",6,2,2,0
28,"georgeFloyd","May",6,1,1,0
28,"BLM","June",7,1,1,0
28,"RBG","September",7,-2,2,0
28,"presBiden","November",11,0,0,0
28,"trumpFraud","November",11,0,0,0
28,"secondStim","December",6,-6,6,0
29,"kobe","January",1,0,0,0
29,"soleimani","January",6,5,5,0
29,"caucusNV","February",5,3,3,0
29,"covid","March",4,1,1,1
29,"firstStim","March",4,1,1,0
29,"borisJCovid","April",5,1,1,0
29,"georgeFloyd","May",5,0,0,0
29,"BLM","June",5,-1,1,0
29,"nayaRivera","July",8,1,1,0
29,"RBG","September",9,0,0,0
29,"presDebates","October",10,0,0,0
29,"presBiden","November",11,0,0,0
29,"trumpFraud","November",11,0,0,0
29,"baldwin","December",9,-3,3,0
29,"secondStim","December",12,0,0,0
30,"kobe","January",1,0,0,0
30,"covid","March",3,0,0,1
30,"firstStim","March",5,2,2,0
30,"georgeFloyd","May",5,0,0,0
30,"BLM","June",7,1,1,0
30,"nayaRivera","July",6,-1,1,0
30,"trumpInterview","September",4,-5,5,0
30,"RBG","September",9,0,0,0
30,"presDebates","October",9,-1,1,0
30,"presBiden","November",11,0,0,0
30,"trumpFraud","November",11,0,0,0
30,"secondStim","December",4,-8,8,0
31,"kobe","January",2,1,1,0
31,"soleimani","January",2,1,1,0
31,"caucusNV","February",9,7,7,0
31,"primaryNH","February",10,8,8,0
31,"covid","March",4,1,1,1
31,"firstStim","March",8,5,5,0
31,"borisJCovid","April",5,1,1,0
31,"georgeFloyd","May",5,0,0,0
31,"BLM","June",5,-1,1,0
31,"trumpInterview","September",9,0,0,0
31,"RBG","September",3,-6,6,0
31,"presDebates","October",10,0,0,0
31,"presBiden","November",11,0,0,0
31,"trumpFraud","November",11,0,0,0
31,"secondStim","December",12,0,0,0
32,"kobe","January",8,7,7,0
32,"caucusNV","February",8,6,6,0
32,"primaryNH","February",6,4,4,0
32,"covid","March",3,0,0,1
32,"firstStim","March",5,2,2,0
32,"borisJCovid","April",5,1,1,0
32,"georgeFloyd","May",9,4,4,0
32,"olsenDivorce","May",2,-3,3,0
32,"BLM","June",6,0,0,0
32,"barronTrump","June",9,3,3,0
32,"jadaSmith","July",3,-4,4,0
32,"nayaRivera","July",6,-1,1,0
32,"falwell","August",3,-5,5,0
32,"trumpInterview","September",8,-1,1,0
32,"RBG","September",9,0,0,0
32,"presDebates","October",10,0,0,0
32,"presBiden","November",11,0,0,0
32,"trumpFraud","November",11,0,0,0
32,"baldwin","December",6,-6,6,0
32,"secondStim","December",7,-5,5,0
33,"kobe","January",4,3,3,0
33,"soleimani","January",3,2,2,0
33,"covid","March",5,2,2,1
33,"firstStim","March",7,4,4,0
33,"georgeFloyd","May",4,-1,1,0
33,"BLM","June",8,2,2,0
33,"barronTrump","June",2,-4,4,0
33,"jadaSmith","July",6,-1,1,0
33,"nayaRivera","July",5,-2,2,0
33,"trumpInterview","September",8,-1,1,0
33,"RBG","September",11,2,2,0
33,"presDebates","October",2,-8,8,0
33,"presBiden","November",2,-9,9,0
33,"trumpFraud","November",1,-10,10,0
33,"secondStim","December",9,-3,3,0
34,"kobe","January",2,1,1,0
34,"caucusNV","February",6,4,4,0
34,"primaryNH","February",6,4,4,0
34,"covid","March",3,0,0,1
34,"firstStim","March",3,0,0,0
34,"borisJCovid","April",10,6,6,0
34,"georgeFloyd","May",5,0,0,0
34,"BLM","June",6,0,0,0
34,"barronTrump","June",2,-4,4,0
34,"jadaSmith","July",7,0,0,0
34,"nayaRivera","July",2,-5,5,0
34,"RBG","September",12,3,3,0
34,"presDebates","October",8,-2,2,0
34,"presBiden","November",11,0,0,0
34,"trumpFraud","November",12,1,1,0
34,"secondStim","December",9,-3,3,0
35,"kobe","January",5,4,4,0
35,"soleimani","January",8,7,7,0
35,"covid","March",3,0,0,1
35,"firstStim","March",6,3,3,0
35,"borisJCovid","April",2,-2,2,0
35,"georgeFloyd","May",6,1,1,0
35,"BLM","June",6,0,0,0
35,"falwell","August",4,-4,4,0
35,"RBG","September",9,0,0,0
35,"toobinZoom","October",10,0,0,0
35,"presDebates","October",4,-6,6,0
35,"presBiden","November",11,0,0,0
35,"trumpFraud","November",11,0,0,0
35,"secondStim","December",11,-1,1,0
36,"kobe","January",1,0,0,0
36,"soleimani","January",7,6,6,0
36,"caucusNV","February",5,3,3,0
36,"primaryNH","February",5,3,3,0
36,"covid","March",4,1,1,1
36,"firstStim","March",7,4,4,0
36,"borisJCovid","April",8,4,4,0
36,"NFL","April",3,-1,1,0
36,"georgeFloyd","May",5,0,0,0
36,"BLM","June",6,0,0,0
36,"nayaRivera","July",2,-5,5,0
36,"trumpInterview","September",7,-2,2,0
36,"RBG","September",5,-4,4,0
36,"presDebates","October",11,1,1,0
36,"presBiden","November",11,0,0,0
36,"trumpFraud","November",12,1,1,0
36,"secondStim","December",8,-4,4,0
37,"kobe","January",8,7,7,0
37,"soleimani","January",11,10,10,0
37,"caucusNV","February",7,5,5,0
37,"covid","March",3,0,0,1
37,"firstStim","March",4,1,1,0
37,"borisJCovid","April",10,6,6,0
37,"georgeFloyd","May",4,-1,1,0
37,"olsenDivorce","May",12,7,7,0
37,"BLM","June",5,-1,1,0
37,"barronTrump","June",1,-5,5,0
37,"jadaSmith","July",11,4,4,0
37,"falwell","August",8,0,0,0
37,"trumpInterview","September",12,3,3,0
37,"RBG","September",10,1,1,0
37,"presDebates","October",9,-1,1,0
37,"presBiden","November",11,0,0,0
37,"trumpFraud","November",11,0,0,0
37,"baldwin","December",12,0,0,0
37,"secondStim","December",10,-2,2,0
38,"kobe","January",2,1,1,0
38,"soleimani","January",6,5,5,0
38,"caucusNV","February",6,4,4,0
38,"primaryNH","February",7,5,5,0
38,"covid","March",3,0,0,1
38,"firstStim","March",7,4,4,0
38,"borisJCovid","April",6,2,2,0
38,"NFL","April",1,-3,3,0
38,"georgeFloyd","May",4,-1,1,0
38,"BLM","June",7,1,1,0
38,"jadaSmith","July",10,3,3,0
38,"thomBrenn","August",7,-1,1,0
38,"trumpInterview","September",4,-5,5,0
38,"RBG","September",12,3,3,0
38,"presDebates","October",10,0,0,0
38,"presBiden","November",11,0,0,0
38,"trumpFraud","November",6,-5,5,0
38,"secondStim","December",4,-8,8,0
39,"kobe","January",4,3,3,0
39,"soleimani","January",6,5,5,0
39,"covid","March",3,0,0,1
39,"firstStim","March",7,4,4,0
39,"borisJCovid","April",6,2,2,0
39,"NFL","April",5,1,1,0
39,"georgeFloyd","May",2,-3,3,0
39,"BLM","June",3,-3,3,0
39,"jadaSmith","July",1,-6,6,0
39,"trumpInterview","September",12,3,3,0
39,"RBG","September",8,-1,1,0
39,"presDebates","October",9,-1,1,0
39,"presBiden","November",11,0,0,0
39,"trumpFraud","November",11,0,0,0
39,"secondStim","December",10,-2,2,0
40,"kobe","January",3,2,2,0
40,"soleimani","January",1,0,0,0
40,"caucusNV","February",2,0,0,0
40,"primaryNH","February",9,7,7,0
40,"covid","March",1,-2,2,1
40,"firstStim","March",5,2,2,0
40,"borisJCovid","April",7,3,3,0
40,"NFL","April",4,0,0,0
40,"georgeFloyd","May",5,0,0,0
40,"BLM","June",6,0,0,0
40,"barronTrump","June",6,0,0,0
40,"trumpInterview","September",9,0,0,0
40,"RBG","September",9,0,0,0
40,"toobinZoom","October",10,0,0,0
40,"presDebates","October",8,-2,2,0
40,"presBiden","November",11,0,0,0
40,"trumpFraud","November",11,0,0,0
40,"secondStim","December",10,-2,2,0
41,"kobe","January",5,4,4,0
41,"primaryNH","February",11,9,9,0
41,"covid","March",9,6,6,1
41,"firstStim","March",11,8,8,0
41,"georgeFloyd","May",11,6,6,0
41,"BLM","June",2,-4,4,0
41,"trumpInterview","September",9,0,0,0
41,"RBG","September",7,-2,2,0
41,"presDebates","October",10,0,0,0
41,"presBiden","November",11,0,0,0
41,"trumpFraud","November",11,0,0,0
41,"secondStim","December",12,0,0,0
42,"kobe","January",6,5,5,0
42,"soleimani","January",1,0,0,0
42,"caucusNV","February",2,0,0,0
42,"primaryNH","February",12,10,10,0
42,"covid","March",3,0,0,1
42,"firstStim","March",4,1,1,0
42,"borisJCovid","April",4,0,0,0
42,"georgeFloyd","May",5,0,0,0
42,"BLM","June",5,-1,1,0
42,"jadaSmith","July",7,0,0,0
42,"falwell","August",3,-5,5,0
42,"trumpInterview","September",7,-2,2,0
42,"RBG","September",9,0,0,0
42,"toobinZoom","October",2,-8,8,0
42,"presDebates","October",10,0,0,0
42,"presBiden","November",11,0,0,0
42,"trumpFraud","November",11,0,0,0
42,"secondStim","December",2,-10,10,0
43,"kobe","January",5,4,4,0
43,"covid","March",2,-1,1,1
43,"firstStim","March",3,0,0,0
43,"borisJCovid","April",6,2,2,0
43,"georgeFloyd","May",6,1,1,0
43,"BLM","June",8,2,2,0
43,"jadaSmith","July",9,2,2,0
43,"nayaRivera","July",7,0,0,0
43,"trumpInterview","September",10,1,1,0
43,"RBG","September",4,-5,5,0
43,"presDebates","October",10,0,0,0
43,"presBiden","November",11,0,0,0
43,"trumpFraud","November",12,1,1,0
43,"baldwin","December",2,-10,10,0
43,"secondStim","December",6,-6,6,0
44,"kobe","January",9,8,8,0
44,"caucusNV","February",10,8,8,0
44,"covid","March",3,0,0,1
44,"firstStim","March",9,6,6,0
44,"borisJCovid","April",5,1,1,0
44,"georgeFloyd","May",8,3,3,0
44,"BLM","June",1,-5,5,0
44,"jadaSmith","July",1,-6,6,0
44,"RBG","September",3,-6,6,0
44,"presDebates","October",10,0,0,0
44,"presBiden","November",11,0,0,0
44,"trumpFraud","November",11,0,0,0
44,"baldwin","December",5,-7,7,0
44,"secondStim","December",12,0,0,0
45,"kobe","January",3,2,2,0
45,"soleimani","January",1,0,0,0
45,"covid","March",3,0,0,1
45,"firstStim","March",4,1,1,0
45,"borisJCovid","April",5,1,1,0
45,"georgeFloyd","May",5,0,0,0
45,"BLM","June",5,-1,1,0
45,"jadaSmith","July",12,5,5,0
45,"RBG","September",10,1,1,0
45,"toobinZoom","October",3,-7,7,0
45,"presDebates","October",9,-1,1,0
45,"presBiden","November",11,0,0,0
45,"trumpFraud","November",11,0,0,0
45,"secondStim","December",8,-4,4,0
46,"kobe","January",6,5,5,0
46,"covid","March",2,-1,1,1
46,"firstStim","March",4,1,1,0
46,"borisJCovid","April",3,-1,1,0
46,"NFL","April",9,5,5,0
46,"georgeFloyd","May",6,1,1,0
46,"BLM","June",7,1,1,0
46,"trumpInterview","September",9,0,0,0
46,"RBG","September",8,-1,1,0
46,"presDebates","October",10,0,0,0
46,"presBiden","November",11,0,0,0
46,"trumpFraud","November",11,0,0,0
46,"secondStim","December",7,-5,5,0
47,"kobe","January",7,6,6,0
47,"soleimani","January",9,8,8,0
47,"caucusNV","February",11,9,9,0
47,"primaryNH","February",11,9,9,0
47,"covid","March",3,0,0,1
47,"firstStim","March",4,1,1,0
47,"borisJCovid","April",8,4,4,0
47,"georgeFloyd","May",6,1,1,0
47,"BLM","June",6,0,0,0
47,"barronTrump","June",5,-1,1,0
47,"jadaSmith","July",2,-5,5,0
47,"nayaRivera","July",7,0,0,0
47,"falwell","August",7,-1,1,0
47,"trumpInterview","September",10,1,1,0
47,"RBG","September",8,-1,1,0
47,"toobinZoom","October",5,-5,5,0
47,"presDebates","October",9,-1,1,0
47,"presBiden","November",11,0,0,0
47,"trumpFraud","November",11,0,0,0
47,"baldwin","December",8,-4,4,0
47,"secondStim","December",8,-4,4,0
48,"kobe","January",1,0,0,0
48,"covid","March",3,0,0,1
48,"firstStim","March",7,4,4,0
48,"georgeFloyd","May",8,3,3,0
48,"BLM","June",8,2,2,0
48,"jadaSmith","July",12,5,5,0
48,"trumpInterview","September",8,-1,1,0
48,"RBG","September",10,1,1,0
48,"presDebates","October",9,-1,1,0
48,"presBiden","November",11,0,0,0
48,"trumpFraud","November",12,1,1,0
48,"secondStim","December",11,-1,1,0
49,"kobe","January",6,5,5,0
49,"soleimani","January",6,5,5,0
49,"covid","March",3,0,0,1
49,"firstStim","March",7,4,4,0
49,"NFL","April",4,0,0,0
49,"georgeFloyd","May",9,4,4,0
49,"BLM","June",9,3,3,0
49,"falwell","August",7,-1,1,0
49,"RBG","September",8,-1,1,0
49,"presDebates","October",10,0,0,0
49,"presBiden","November",11,0,0,0
49,"trumpFraud","November",11,0,0,0
49,"secondStim","December",12,0,0,0
50,"kobe","January",1,0,0,0
50,"soleimani","January",1,0,0,0
50,"covid","March",3,0,0,1
50,"firstStim","March",4,1,1,0
50,"borisJCovid","April",11,7,7,0
50,"georgeFloyd","May",5,0,0,0
50,"BLM","June",6,0,0,0
50,"barronTrump","June",7,1,1,0
50,"trumpInterview","September",9,0,0,0
50,"RBG","September",9,0,0,0
50,"toobinZoom","October",8,-2,2,0
50,"presDebates","October",10,0,0,0
50,"presBiden","November",11,0,0,0
50,"trumpFraud","November",11,0,0,0
50,"baldwin","December",12,0,0,0
50,"secondStim","December",12,0,0,0
51,"kobe","January",2,1,1,0
51,"caucusNV","February",11,9,9,0
51,"covid","March",3,0,0,1
51,"firstStim","March",3,0,0,0
51,"borisJCovid","April",4,0,0,0
51,"georgeFloyd","May",4,-1,1,0
51,"BLM","June",4,-2,2,0
51,"barronTrump","June",10,4,4,0
51,"nayaRivera","July",7,0,0,0
51,"falwell","August",1,-7,7,0
51,"RBG","September",3,-6,6,0
51,"presDebates","October",11,1,1,0
51,"presBiden","November",11,0,0,0
51,"trumpFraud","November",1,-10,10,0
51,"secondStim","December",7,-5,5,0
52,"kobe","January",4,3,3,0
52,"soleimani","January",10,9,9,0
52,"caucusNV","February",11,9,9,0
52,"primaryNH","February",5,3,3,0
52,"covid","March",2,-1,1,1
52,"firstStim","March",8,5,5,0
52,"borisJCovid","April",11,7,7,0
52,"NFL","April",5,1,1,0
52,"georgeFloyd","May",7,2,2,0
52,"BLM","June",8,2,2,0
52,"jadaSmith","July",10,3,3,0
52,"falwell","August",4,-4,4,0
52,"trumpInterview","September",7,-2,2,0
52,"RBG","September",10,1,1,0
52,"presDebates","October",10,0,0,0
52,"presBiden","November",6,-5,5,0
52,"trumpFraud","November",11,0,0,0
52,"secondStim","December",6,-6,6,0
53,"kobe","January",3,2,2,0
53,"covid","March",4,1,1,1
53,"firstStim","March",6,3,3,0
53,"georgeFloyd","May",1,-4,4,0
53,"BLM","June",9,3,3,0
53,"presDebates","October",11,1,1,0
53,"presBiden","November",11,0,0,0
53,"trumpFraud","November",12,1,1,0
53,"secondStim","December",9,-3,3,0
54,"kobe","January",1,0,0,0
54,"soleimani","January",5,4,4,0
54,"caucusNV","February",5,3,3,0
54,"primaryNH","February",3,1,1,0
54,"covid","March",3,0,0,1
54,"firstStim","March",3,0,0,0
54,"borisJCovid","April",3,-1,1,0
54,"georgeFloyd","May",5,0,0,0
54,"BLM","June",2,-4,4,0
54,"trumpInterview","September",7,-2,2,0
54,"RBG","September",9,0,0,0
54,"toobinZoom","October",5,-5,5,0
54,"presBiden","November",8,-3,3,0
54,"trumpFraud","November",9,-2,2,0
54,"secondStim","December",8,-4,4,0
55,"kobe","January",8,7,7,0
55,"soleimani","January",7,6,6,0
55,"caucusNV","February",10,8,8,0
55,"primaryNH","February",9,7,7,0
55,"covid","March",5,2,2,1
55,"firstStim","March",8,5,5,0
55,"borisJCovid","April",3,-1,1,0
55,"georgeFloyd","May",7,2,2,0
55,"BLM","June",6,0,0,0
55,"trumpInterview","September",2,-7,7,0
55,"RBG","September",9,0,0,0
55,"presDebates","October",11,1,1,0
55,"presBiden","November",11,0,0,0
55,"trumpFraud","November",11,0,0,0
55,"secondStim","December",2,-10,10,0
56,"kobe","January",2,1,1,0
56,"soleimani","January",8,7,7,0
56,"covid","March",3,0,0,1
56,"firstStim","March",4,1,1,0
56,"georgeFloyd","May",5,0,0,0
56,"BLM","June",6,0,0,0
56,"RBG","September",8,-1,1,0
56,"presDebates","October",1,-9,9,0
56,"presBiden","November",11,0,0,0
56,"trumpFraud","November",6,-5,5,0
56,"secondStim","December",10,-2,2,0
57,"kobe","January",1,0,0,0
57,"covid","March",3,0,0,1
57,"firstStim","March",3,0,0,0
57,"georgeFloyd","May",4,-1,1,0
57,"BLM","June",4,-2,2,0
57,"barronTrump","June",8,2,2,0
57,"jadaSmith","July",11,4,4,0
57,"nayaRivera","July",6,-1,1,0
57,"RBG","September",12,3,3,0
57,"presDebates","October",10,0,0,0
57,"presBiden","November",11,0,0,0
57,"trumpFraud","November",12,1,1,0
57,"secondStim","December",6,-6,6,0
58,"kobe","January",1,0,0,0
58,"soleimani","January",3,2,2,0
58,"caucusNV","February",1,-1,1,0
58,"covid","March",3,0,0,1
58,"firstStim","March",4,1,1,0
58,"borisJCovid","April",7,3,3,0
58,"georgeFloyd","May",3,-2,2,0
58,"BLM","June",4,-2,2,0
58,"jadaSmith","July",8,1,1,0
58,"nayaRivera","July",3,-4,4,0
58,"trumpInterview","September",5,-4,4,0
58,"RBG","September",8,-1,1,0
58,"presDebates","October",10,0,0,0
58,"presBiden","November",11,0,0,0
58,"trumpFraud","November",11,0,0,0
58,"secondStim","December",9,-3,3,0
59,"kobe","January",2,1,1,0
59,"soleimani","January",3,2,2,0
59,"caucusNV","February",8,6,6,0
59,"primaryNH","February",9,7,7,0
59,"covid","March",3,0,0,1
59,"firstStim","March",5,2,2,0
59,"borisJCovid","April",8,4,4,0
59,"NFL","April",8,4,4,0
59,"georgeFloyd","May",2,-3,3,0
59,"BLM","June",4,-2,2,0
59,"jadaSmith","July",8,1,1,0
59,"nayaRivera","July",6,-1,1,0
59,"trumpInterview","September",5,-4,4,0
59,"RBG","September",1,-8,8,0
59,"toobinZoom","October",6,-4,4,0
59,"presDebates","October",10,0,0,0
59,"presBiden","November",11,0,0,0
59,"trumpFraud","November",12,1,1,0
59,"baldwin","December",6,-6,6,0
59,"secondStim","December",7,-5,5,0
60,"kobe","January",1,0,0,0
60,"soleimani","January",5,4,4,0
