"subject","pair","event1","event2","actualDist","value","bothMem","respProp","actProp","propDiff","propAbsDiff","shortFactor","lockdownFactor","event1_month","event2_month","eventDiff","pairOrder","avgMem","avgSurp","avgPos","avgNeg","covidFactor"
51,"covid BLM","covid","BLM",82,100,1,1,0.224657534246575,0.775342465753425,0.775342465753425,0,"l",3,4,1,1,76.5,57.5,0.5,68,"ac"
51,"covid presBiden","covid","presBiden",241,51,1,0.51,0.66027397260274,-0.15027397260274,0.15027397260274,1,"l",3,11,8,1,100,61,50.5,50.5,NA
51,"firstStim georgeFloyd","firstStim","georgeFloyd",59,100,1,1,0.161643835616438,0.838356164383562,0.838356164383562,0,"l",3,4,1,1,100,46,50.5,50.5,"ac"
51,"georgeFloyd RBG","georgeFloyd","RBG",116,40,1,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,"al",4,3,-1,0,70.5,13.5,1,61,NA
51,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,13,1,0.13,0.454794520547945,-0.324794520547945,0.324794520547945,1,"al",4,1,-3,0,67.5,1,1,50.5,NA
51,"kobe covid","kobe","covid",44,60,1,0.6,0.120547945205479,0.479452054794521,0.479452054794521,0,"bl",2,3,1,1,88.5,76,1,89.5,"bc"
51,"kobe firstStim","kobe","firstStim",60,81,1,0.81,0.164383561643836,0.645616438356164,0.645616438356164,0,"bl",2,3,1,1,88.5,81.5,50.5,40,"bc"
51,"kobe RBG","kobe","RBG",235,87,1,0.87,0.643835616438356,0.226164383561644,0.226164383561644,1,"l",2,3,1,1,59,49,1,50.5,NA
51,"RBG presBiden","RBG","presBiden",51,56,1,0.56,0.13972602739726,0.42027397260274,0.42027397260274,0,"al",3,11,8,1,70.5,34,50.5,11.5,"ac"
51,"soleimani BLM","soleimani","BLM",148,76,0,0.76,0.405479452054795,0.354520547945205,0.354520547945205,1,"l",NA,4,NA,NA,26.5,17.5,0,18,NA
51,"soleimani covid","soleimani","covid",67,32,0,0.32,0.183561643835616,0.136438356164384,0.136438356164384,0,"bl",NA,3,NA,NA,50,40,0.5,50,"bc"
52,"covid BLM","covid","BLM",82,24,1,0.24,0.224657534246575,0.0153424657534247,0.0153424657534247,0,"l",2,8,6,1,100,75,25,75,"ac"
52,"covid presBiden","covid","presBiden",241,83,1,0.83,0.66027397260274,0.16972602739726,0.16972602739726,1,"l",2,6,4,1,100,25,25,75,NA
52,"firstStim georgeFloyd","firstStim","georgeFloyd",59,68,1,0.68,0.161643835616438,0.518356164383562,0.518356164383562,0,"l",8,7,-1,0,100,100,50,25,"ac"
52,"georgeFloyd RBG","georgeFloyd","RBG",116,89,1,0.89,0.317808219178082,0.572191780821918,0.572191780821918,1,"al",7,10,3,1,100,75,25,25,NA
52,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,84,1,0.84,0.454794520547945,0.385205479452055,0.385205479452055,1,"al",7,11,4,1,100,100,75,25,NA
52,"kobe covid","kobe","covid",44,87,1,0.87,0.120547945205479,0.74945205479452,0.74945205479452,0,"bl",4,2,-2,0,100,75,25,75,"bc"
52,"kobe firstStim","kobe","firstStim",60,71,1,0.71,0.164383561643836,0.545616438356164,0.545616438356164,0,"bl",4,8,4,1,100,100,25,50,"bc"
52,"kobe RBG","kobe","RBG",235,56,1,0.56,0.643835616438356,-0.0838356164383561,0.0838356164383561,1,"l",4,10,6,1,100,75,0,50,NA
52,"RBG presBiden","RBG","presBiden",51,100,1,1,0.13972602739726,0.86027397260274,0.86027397260274,0,"al",10,6,-4,0,100,25,0,50,"ac"
52,"soleimani BLM","soleimani","BLM",148,78,1,0.78,0.405479452054795,0.374520547945206,0.374520547945206,1,"l",10,8,-2,0,100,50,50,50,NA
52,"soleimani covid","soleimani","covid",67,50,1,0.5,0.183561643835616,0.316438356164384,0.316438356164384,0,"bl",10,2,-8,0,100,25,75,25,"bc"
53,"covid BLM","covid","BLM",82,60,1,0.6,0.224657534246575,0.375342465753425,0.375342465753425,0,"l",4,9,5,1,67,47,17.5,49.5,"ac"
53,"covid presBiden","covid","presBiden",241,96,1,0.96,0.66027397260274,0.29972602739726,0.29972602739726,1,"l",4,11,7,1,61,57,5,44,NA
53,"firstStim georgeFloyd","firstStim","georgeFloyd",59,51,1,0.51,0.161643835616438,0.348356164383562,0.348356164383562,0,"l",6,1,-5,0,51,44.5,34,38.5,"ac"
53,"georgeFloyd RBG","georgeFloyd","RBG",116,44,0,0.44,0.317808219178082,0.122191780821918,0.122191780821918,1,"al",1,NA,NA,NA,25,18.5,2.5,29.5,NA
53,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,25,1,0.25,0.454794520547945,-0.204794520547945,0.204794520547945,1,"al",1,12,11,1,51,34.5,4,51,NA
53,"kobe covid","kobe","covid",44,75,1,0.75,0.120547945205479,0.629452054794521,0.629452054794521,0,"bl",3,4,1,1,61,61.5,2.5,60,"bc"
53,"kobe firstStim","kobe","firstStim",60,65,1,0.65,0.164383561643836,0.485616438356164,0.485616438356164,0,"bl",3,6,3,1,46,56.5,32,35.5,"bc"
53,"kobe RBG","kobe","RBG",235,45,0,0.45,0.643835616438356,-0.193835616438356,0.193835616438356,1,"l",3,NA,NA,NA,20,30.5,0.5,26.5,NA
53,"RBG presBiden","RBG","presBiden",51,62,0,0.62,0.13972602739726,0.48027397260274,0.48027397260274,0,"al",NA,11,NA,NA,20,26,3,10.5,"ac"
53,"soleimani BLM","soleimani","BLM",148,28,0,0.28,0.405479452054795,-0.125479452054794,0.125479452054794,1,"l",NA,9,NA,NA,26,16,15.5,16,NA
53,"soleimani covid","soleimani","covid",67,26,0,0.26,0.183561643835616,0.0764383561643836,0.0764383561643836,0,"bl",NA,4,NA,NA,41,31,2,33.5,"bc"
54,"covid BLM","covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,0,"l",3,2,-1,0,100,95,5,95,"ac"
54,"covid presBiden","covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,"l",3,8,5,1,100,100,0,100,NA
54,"firstStim georgeFloyd","firstStim","georgeFloyd",59,70,1,0.7,0.161643835616438,0.538356164383562,0.538356164383562,0,"l",3,5,2,1,100,62.5,50,40,"ac"
54,"georgeFloyd RBG","georgeFloyd","RBG",116,85,1,0.85,0.317808219178082,0.532191780821918,0.532191780821918,1,"al",5,9,4,1,100,25,0,40,NA
54,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,60,1,0.6,0.454794520547945,0.145205479452055,0.145205479452055,1,"al",5,9,4,1,100,60,5,77.5,NA
54,"kobe covid","kobe","covid",44,20,1,0.2,0.120547945205479,0.0794520547945206,0.0794520547945206,0,"bl",1,3,2,1,100,100,0,100,"bc"
54,"kobe firstStim","kobe","firstStim",60,20,1,0.2,0.164383561643836,0.0356164383561644,0.0356164383561644,0,"bl",1,3,2,1,100,97.5,50,50,"bc"
54,"kobe RBG","kobe","RBG",235,85,1,0.85,0.643835616438356,0.206164383561644,0.206164383561644,1,"l",1,9,8,1,100,60,0,50,NA
54,"RBG presBiden","RBG","presBiden",51,26,1,0.26,0.13972602739726,0.12027397260274,0.12027397260274,0,"al",9,8,-1,0,100,60,0,50,"ac"
54,"soleimani BLM","soleimani","BLM",148,70,1,0.7,0.405479452054795,0.294520547945205,0.294520547945205,1,"l",5,2,-3,0,100,89.5,5,95,NA
54,"soleimani covid","soleimani","covid",67,46,1,0.46,0.183561643835616,0.276438356164384,0.276438356164384,0,"bl",5,3,-2,0,100,94.5,0,100,"bc"
55,"covid BLM","covid","BLM",82,40,1,0.4,0.224657534246575,0.175342465753425,0.175342465753425,0,"l",5,6,1,1,75,75,55,30,"ac"
55,"covid presBiden","covid","presBiden",241,70,1,0.7,0.66027397260274,0.0397260273972603,0.0397260273972603,1,"l",5,11,6,1,75,60,60,30,NA
55,"firstStim georgeFloyd","firstStim","georgeFloyd",59,70,1,0.7,0.161643835616438,0.538356164383562,0.538356164383562,0,"l",8,7,-1,0,70,50,50,50,"ac"
55,"georgeFloyd RBG","georgeFloyd","RBG",116,70,1,0.7,0.317808219178082,0.382191780821918,0.382191780821918,1,"al",7,9,2,1,60,20,0,85,NA
55,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,80,1,0.8,0.454794520547945,0.345205479452055,0.345205479452055,1,"al",7,11,4,1,70,15,0,100,NA
55,"kobe covid","kobe","covid",44,80,1,0.8,0.120547945205479,0.679452054794521,0.679452054794521,0,"bl",8,5,-3,0,70,90,10,60,"bc"
55,"kobe firstStim","kobe","firstStim",60,60,1,0.6,0.164383561643836,0.435616438356164,0.435616438356164,0,"bl",8,8,0,1,65,90,50,30,"bc"
55,"kobe RBG","kobe","RBG",235,81,1,0.81,0.643835616438356,0.166164383561644,0.166164383561644,1,"l",8,9,1,1,55,60,0,65,NA
55,"RBG presBiden","RBG","presBiden",51,70,1,0.7,0.13972602739726,0.56027397260274,0.56027397260274,0,"al",9,11,2,1,60,30,50,35,"ac"
55,"soleimani BLM","soleimani","BLM",148,30,1,0.3,0.405479452054795,-0.105479452054795,0.105479452054795,1,"l",7,6,-1,0,65,75,55,30,NA
55,"soleimani covid","soleimani","covid",67,80,1,0.8,0.183561643835616,0.616438356164384,0.616438356164384,0,"bl",7,5,-2,0,70,80,20,60,"bc"
56,"covid BLM","covid","BLM",82,22,1,0.22,0.224657534246575,-0.00465753424657533,0.00465753424657533,0,"l",3,6,3,1,100,60,31,58,"ac"
56,"covid presBiden","covid","presBiden",241,70,1,0.7,0.66027397260274,0.0397260273972603,0.0397260273972603,1,"l",3,11,8,1,100,75,38.5,50,NA
56,"firstStim georgeFloyd","firstStim","georgeFloyd",59,0,1,0,0.161643835616438,-0.161643835616438,0.161643835616438,0,"l",4,5,1,1,100,55,44,54.5,"ac"
56,"georgeFloyd RBG","georgeFloyd","RBG",116,70,1,0.7,0.317808219178082,0.382191780821918,0.382191780821918,1,"al",5,8,3,1,81.5,48.5,3,81.5,NA
56,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,14,1,0.14,0.454794520547945,-0.314794520547945,0.314794520547945,1,"al",5,6,1,1,100,53.5,0,100,NA
56,"kobe covid","kobe","covid",44,8,1,0.08,0.120547945205479,-0.0405479452054795,0.0405479452054795,0,"bl",2,3,1,1,100,100,0,100,"bc"
56,"kobe firstStim","kobe","firstStim",60,27,1,0.27,0.164383561643836,0.105616438356164,0.105616438356164,0,"bl",2,4,2,1,100,59,44,54.5,"bc"
56,"kobe RBG","kobe","RBG",235,21,1,0.21,0.643835616438356,-0.433835616438356,0.433835616438356,1,"l",2,8,6,1,81.5,52.5,3,81.5,NA
56,"RBG presBiden","RBG","presBiden",51,69,1,0.69,0.13972602739726,0.55027397260274,0.55027397260274,0,"al",8,11,3,1,81.5,27.5,41.5,31.5,"ac"
56,"soleimani BLM","soleimani","BLM",148,63,1,0.63,0.405479452054795,0.224520547945205,0.224520547945205,1,"l",8,6,-2,0,78.5,43.5,56,17,NA
56,"soleimani covid","soleimani","covid",67,65,1,0.65,0.183561643835616,0.466438356164384,0.466438356164384,0,"bl",8,3,-5,0,78.5,83.5,25,59,"bc"
57,"covid BLM","covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,0,"l",3,4,1,1,95.5,96,10,42,"ac"
57,"covid presBiden","covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,"l",3,11,8,1,80,76,36,42,NA
57,"firstStim georgeFloyd","firstStim","georgeFloyd",59,30,1,0.3,0.161643835616438,0.138356164383562,0.138356164383562,0,"l",3,4,1,1,71.5,80.5,50,50,"ac"
57,"georgeFloyd RBG","georgeFloyd","RBG",116,100,1,1,0.317808219178082,0.682191780821918,0.682191780821918,1,"al",4,12,8,1,77,91.5,0,75.5,NA
57,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,100,1,1,0.454794520547945,0.545205479452055,0.545205479452055,1,"al",4,12,8,1,51.5,50,0,78,NA
57,"kobe covid","kobe","covid",44,40,1,0.4,0.120547945205479,0.279452054794521,0.279452054794521,0,"bl",1,3,2,1,99.5,100,0,92,"bc"
57,"kobe firstStim","kobe","firstStim",60,41,1,0.41,0.164383561643836,0.245616438356164,0.245616438356164,0,"bl",1,3,2,1,80,80.5,50,50,"bc"
57,"kobe RBG","kobe","RBG",235,100,1,1,0.643835616438356,0.356164383561644,0.356164383561644,1,"l",1,12,11,1,85.5,91.5,0,75.5,NA
57,"RBG presBiden","RBG","presBiden",51,20,1,0.2,0.13972602739726,0.0602739726027397,0.0602739726027397,0,"al",12,11,-1,0,66,67.5,36,25.5,"ac"
57,"soleimani BLM","soleimani","BLM",148,71,0,0.71,0.405479452054795,0.304520547945205,0.304520547945205,1,"l",NA,4,NA,NA,46,46,10,0,NA
57,"soleimani covid","soleimani","covid",67,50,0,0.5,0.183561643835616,0.316438356164384,0.316438356164384,0,"bl",NA,3,NA,NA,49.5,50,0,42,"bc"
58,"covid BLM","covid","BLM",82,14,1,0.14,0.224657534246575,-0.0846575342465753,0.0846575342465753,0,"l",3,4,1,1,75.5,60.5,26,49.5,"ac"
58,"covid presBiden","covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,"l",3,11,8,1,88,88.5,46,41.5,NA
58,"firstStim georgeFloyd","firstStim","georgeFloyd",59,10,1,0.1,0.161643835616438,-0.0616438356164384,0.0616438356164384,0,"l",4,3,-1,0,82.5,60,37.5,52.5,"ac"
58,"georgeFloyd RBG","georgeFloyd","RBG",116,67,1,0.67,0.317808219178082,0.352191780821918,0.352191780821918,1,"al",3,8,5,1,73,41,0,57,NA
58,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,91,1,0.91,0.454794520547945,0.455205479452055,0.455205479452055,1,"al",3,11,8,1,79,38,0,84,NA
58,"kobe covid","kobe","covid",44,29,1,0.29,0.120547945205479,0.169452054794521,0.169452054794521,0,"bl",1,3,2,1,83.5,93.5,0,74,"bc"
58,"kobe firstStim","kobe","firstStim",60,41,1,0.41,0.164383561643836,0.245616438356164,0.245616438356164,0,"bl",1,4,3,1,80.5,77,37.5,37.5,"bc"
58,"kobe RBG","kobe","RBG",235,69,1,0.69,0.643835616438356,0.0461643835616438,0.0461643835616438,1,"l",1,8,7,1,71,58,0,42,NA
58,"RBG presBiden","RBG","presBiden",51,31,1,0.31,0.13972602739726,0.17027397260274,0.17027397260274,0,"al",8,11,3,1,75.5,53,46,9.5,"ac"
58,"soleimani BLM","soleimani","BLM",148,23,1,0.23,0.405479452054795,-0.175479452054795,0.175479452054795,1,"l",3,4,1,1,52.5,34.5,26,17.5,NA
58,"soleimani covid","soleimani","covid",67,23,1,0.23,0.183561643835616,0.0464383561643836,0.0464383561643836,0,"bl",3,3,0,1,63,61,0,51,"bc"
59,"covid BLM","covid","BLM",82,26,1,0.26,0.224657534246575,0.0353424657534247,0.0353424657534247,0,"l",3,4,1,1,80,45,5,30,"ac"
59,"covid presBiden","covid","presBiden",241,70,1,0.7,0.66027397260274,0.0397260273972603,0.0397260273972603,1,"l",3,11,8,1,77.5,40,12.5,30,NA
59,"firstStim georgeFloyd","firstStim","georgeFloyd",59,24,1,0.24,0.161643835616438,0.0783561643835616,0.0783561643835616,0,"l",5,2,-3,0,65,19.5,10,30,"ac"
59,"georgeFloyd RBG","georgeFloyd","RBG",116,25,1,0.25,0.317808219178082,-0.0678082191780822,0.0678082191780822,1,"al",2,1,-1,0,55,13,0,32.5,NA
59,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,77,1,0.77,0.454794520547945,0.315205479452055,0.315205479452055,1,"al",2,12,10,1,75,12,0,45,NA
59,"kobe covid","kobe","covid",44,30,1,0.3,0.120547945205479,0.179452054794521,0.179452054794521,0,"bl",2,3,1,1,65,57.5,0,50,"bc"
59,"kobe firstStim","kobe","firstStim",60,61,1,0.61,0.164383561643836,0.445616438356164,0.445616438356164,0,"bl",2,5,3,1,50,32.5,10,30,"bc"
59,"kobe RBG","kobe","RBG",235,20,1,0.2,0.643835616438356,-0.443835616438356,0.443835616438356,1,"l",2,1,-1,0,40,26,0,32.5,NA
59,"RBG presBiden","RBG","presBiden",51,80,1,0.8,0.13972602739726,0.66027397260274,0.66027397260274,0,"al",1,11,10,1,52.5,8.5,12.5,12.5,"ac"
59,"soleimani BLM","soleimani","BLM",148,29,1,0.29,0.405479452054795,-0.115479452054795,0.115479452054795,1,"l",3,4,1,1,37.5,15,5,20,NA
59,"soleimani covid","soleimani","covid",67,40,1,0.4,0.183561643835616,0.216438356164384,0.216438356164384,0,"bl",3,3,0,1,47.5,40,0,40,"bc"
6,"covid BLM","covid","BLM",82,10,1,0.1,0.224657534246575,-0.124657534246575,0.124657534246575,0,"l",2,5,3,1,95,65,0,100,"ac"
6,"covid presBiden","covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,"l",2,11,9,1,95,50,0,55,NA
6,"firstStim georgeFloyd","firstStim","georgeFloyd",59,15,1,0.15,0.161643835616438,-0.0116438356164384,0.0116438356164384,0,"l",3,4,1,1,90,70,23.5,52,"ac"
6,"georgeFloyd RBG","georgeFloyd","RBG",116,50,1,0.5,0.317808219178082,0.182191780821918,0.182191780821918,1,"al",4,5,1,1,77.5,50,0,52.5,NA
6,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,100,1,1,0.454794520547945,0.545205479452055,0.545205479452055,1,"al",4,12,8,1,100,60,0,100,NA
6,"kobe covid","kobe","covid",44,0,1,0,0.120547945205479,-0.120547945205479,0.120547945205479,0,"bl",1,2,1,1,90,100,0,100,"bc"
6,"kobe firstStim","kobe","firstStim",60,32,1,0.32,0.164383561643836,0.155616438356164,0.155616438356164,0,"bl",1,3,2,1,85,70,23.5,52,"bc"
6,"kobe RBG","kobe","RBG",235,30,1,0.3,0.643835616438356,-0.343835616438356,0.343835616438356,1,"l",1,5,4,1,72.5,50,0,52.5,NA
6,"RBG presBiden","RBG","presBiden",51,90,1,0.9,0.13972602739726,0.76027397260274,0.76027397260274,0,"al",5,11,6,1,77.5,0,0,7.5,"ac"
6,"soleimani BLM","soleimani","BLM",148,70,0,0.7,0.405479452054795,0.294520547945205,0.294520547945205,1,"l",NA,5,NA,NA,50,15,0,50,NA
6,"soleimani covid","soleimani","covid",67,60,0,0.6,0.183561643835616,0.416438356164384,0.416438356164384,0,"bl",NA,2,NA,NA,45,50,0,50,"bc"
60,"covid BLM","covid","BLM",82,30,1,0.3,0.224657534246575,0.0753424657534247,0.0753424657534247,0,"l",1,6,5,1,90,65.5,35,28,"ac"
60,"covid presBiden","covid","presBiden",241,80,1,0.8,0.66027397260274,0.13972602739726,0.13972602739726,1,"l",1,11,10,1,100,30,80,13,NA
60,"firstStim georgeFloyd","firstStim","georgeFloyd",59,30,1,0.3,0.161643835616438,0.138356164383562,0.138356164383562,0,"l",7,4,-3,0,95,25,50,40,"ac"
60,"georgeFloyd RBG","georgeFloyd","RBG",116,20,1,0.2,0.317808219178082,-0.117808219178082,0.117808219178082,1,"al",4,3,-1,0,65,10,0,40,NA
60,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,89,1,0.89,0.454794520547945,0.435205479452055,0.435205479452055,1,"al",4,11,7,1,95,0,0,75,NA
60,"kobe covid","kobe","covid",44,0,1,0,0.120547945205479,-0.120547945205479,0.120547945205479,0,"bl",1,1,0,1,100,80,35,23,"bc"
60,"kobe firstStim","kobe","firstStim",60,60,1,0.6,0.164383561643836,0.435616438356164,0.435616438356164,0,"bl",1,7,6,1,100,75,50,10,"bc"
60,"kobe RBG","kobe","RBG",235,20,1,0.2,0.643835616438356,-0.443835616438356,0.443835616438356,1,"l",1,3,2,1,70,60,0,10,NA
60,"RBG presBiden","RBG","presBiden",51,80,1,0.8,0.13972602739726,0.66027397260274,0.66027397260274,0,"al",3,11,8,1,70,10,45,0,"ac"
60,"soleimani BLM","soleimani","BLM",148,31,1,0.31,0.405479452054795,-0.0954794520547945,0.0954794520547945,1,"l",5,6,1,1,60,40.5,0,25,NA
60,"soleimani covid","soleimani","covid",67,10,1,0.1,0.183561643835616,-0.0835616438356164,0.0835616438356164,0,"bl",5,1,-4,0,70,35,35,23,"bc"
61,"covid BLM","covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,0,"l",3,5,2,1,85,47.5,37.5,20,"ac"
61,"covid presBiden","covid","presBiden",241,85,1,0.85,0.66027397260274,0.18972602739726,0.18972602739726,1,"l",3,11,8,1,85,55,30,18,NA
61,"firstStim georgeFloyd","firstStim","georgeFloyd",59,15,1,0.15,0.161643835616438,-0.0116438356164384,0.0116438356164384,0,"l",6,5,-1,0,45,7.5,10,40.5,"ac"
61,"georgeFloyd RBG","georgeFloyd","RBG",116,75,1,0.75,0.317808219178082,0.432191780821918,0.432191780821918,1,"al",5,9,4,1,75,7.5,0,75,NA
61,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,90,1,0.9,0.454794520547945,0.445205479452055,0.445205479452055,1,"al",5,11,6,1,80,10,0,85,NA
61,"kobe covid","kobe","covid",44,5,1,0.05,0.120547945205479,-0.0705479452054795,0.0705479452054795,0,"bl",3,3,0,1,60,82.5,0.5,25,"bc"
61,"kobe firstStim","kobe","firstStim",60,45,1,0.45,0.164383561643836,0.285616438356164,0.285616438356164,0,"bl",3,6,3,1,30,42.5,10.5,8,"bc"
61,"kobe RBG","kobe","RBG",235,100,1,1,0.643835616438356,0.356164383561644,0.356164383561644,1,"l",3,9,6,1,60,42.5,0.5,42.5,NA
61,"RBG presBiden","RBG","presBiden",51,10,1,0.1,0.13972602739726,-0.0397260273972603,0.0397260273972603,0,"al",9,11,2,1,85,15,30,35.5,"ac"
61,"soleimani BLM","soleimani","BLM",148,15,0,0.15,0.405479452054795,-0.255479452054794,0.255479452054794,1,"l",NA,5,NA,NA,50,5,37.5,2.5,NA
61,"soleimani covid","soleimani","covid",67,15,0,0.15,0.183561643835616,-0.0335616438356164,0.0335616438356164,0,"bl",NA,3,NA,NA,35,42.5,0,17.5,"bc"
62,"covid BLM","covid","BLM",82,35,1,0.35,0.224657534246575,0.125342465753425,0.125342465753425,0,"l",3,5,2,1,96,62,23.5,41.5,"ac"
62,"covid presBiden","covid","presBiden",241,34,1,0.34,0.66027397260274,-0.32027397260274,0.32027397260274,1,"l",3,1,-2,0,100,66.5,23,36.5,NA
62,"firstStim georgeFloyd","firstStim","georgeFloyd",59,62,1,0.62,0.161643835616438,0.458356164383562,0.458356164383562,0,"l",5,9,4,1,97,40,44,42.5,"ac"
62,"georgeFloyd RBG","georgeFloyd","RBG",116,67,0,0.67,0.317808219178082,0.352191780821918,0.352191780821918,1,"al",9,NA,NA,NA,50,35,0,42.5,NA
62,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,42,1,0.42,0.454794520547945,-0.0347945205479452,0.0347945205479452,1,"al",9,1,-8,0,100,57.5,0,92.5,NA
62,"kobe covid","kobe","covid",44,38,1,0.38,0.120547945205479,0.259452054794521,0.259452054794521,0,"bl",2,3,1,1,100,96.5,0,59.5,"bc"
62,"kobe firstStim","kobe","firstStim",60,80,1,0.8,0.164383561643836,0.635616438356164,0.635616438356164,0,"bl",2,5,3,1,97,55,44,25,"bc"
62,"kobe RBG","kobe","RBG",235,43,0,0.43,0.643835616438356,-0.213835616438356,0.213835616438356,1,"l",2,NA,NA,NA,50,50,0,25,NA
62,"RBG presBiden","RBG","presBiden",51,66,0,0.66,0.13972602739726,0.52027397260274,0.52027397260274,0,"al",NA,1,NA,NA,50,20,23,2,"ac"
62,"soleimani BLM","soleimani","BLM",148,65,0,0.65,0.405479452054795,0.244520547945206,0.244520547945206,1,"l",NA,5,NA,NA,46,15.5,23.5,7,NA
62,"soleimani covid","soleimani","covid",67,68,0,0.68,0.183561643835616,0.496438356164384,0.496438356164384,0,"bl",NA,3,NA,NA,50,46.5,0,34.5,"bc"
63,"covid BLM","covid","BLM",82,60,1,0.6,0.224657534246575,0.375342465753425,0.375342465753425,0,"l",5,6,1,1,90,45,10,60,"ac"
63,"covid presBiden","covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,"l",5,11,6,1,100,65,25,52.5,NA
63,"firstStim georgeFloyd","firstStim","georgeFloyd",59,32,1,0.32,0.161643835616438,0.158356164383562,0.158356164383562,0,"l",5,4,-1,0,52.5,67.5,38,37.5,"ac"
63,"georgeFloyd RBG","georgeFloyd","RBG",116,40,0,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,"al",4,NA,NA,NA,40,42.5,0.5,35,NA
63,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,85,1,0.85,0.454794520547945,0.395205479452055,0.395205479452055,1,"al",4,11,7,1,70,47.5,0.5,42.5,NA
63,"kobe covid","kobe","covid",44,25,1,0.25,0.120547945205479,0.129452054794521,0.129452054794521,0,"bl",5,5,0,1,100,85,0,100,"bc"
63,"kobe firstStim","kobe","firstStim",60,85,1,0.85,0.164383561643836,0.685616438356164,0.685616438356164,0,"bl",5,5,0,1,62.5,75,37.5,52.5,"bc"
63,"kobe RBG","kobe","RBG",235,60,0,0.6,0.643835616438356,-0.0438356164383562,0.0438356164383562,1,"l",5,NA,NA,NA,50,50,0,50,NA
63,"RBG presBiden","RBG","presBiden",51,70,0,0.7,0.13972602739726,0.56027397260274,0.56027397260274,0,"al",NA,11,NA,NA,50,30,25,2.5,"ac"
63,"soleimani BLM","soleimani","BLM",148,70,1,0.7,0.405479452054795,0.294520547945205,0.294520547945205,1,"l",1,6,5,1,65,40,35,10,NA
63,"soleimani covid","soleimani","covid",67,45,1,0.45,0.183561643835616,0.266438356164384,0.266438356164384,0,"bl",1,5,4,1,75,65,25,50,"bc"
64,"covid BLM","covid","BLM",82,7,1,0.07,0.224657534246575,-0.154657534246575,0.154657534246575,0,"l",3,6,3,1,92.5,65.5,5,63.5,"ac"
64,"covid presBiden","covid","presBiden",241,56,1,0.56,0.66027397260274,-0.10027397260274,0.10027397260274,1,"l",3,11,8,1,100,65,49.5,45,NA
64,"firstStim georgeFloyd","firstStim","georgeFloyd",59,37,1,0.37,0.161643835616438,0.208356164383562,0.208356164383562,0,"l",5,2,-3,0,80,72.5,49.5,19,"ac"
64,"georgeFloyd RBG","georgeFloyd","RBG",116,38,1,0.38,0.317808219178082,0.0621917808219178,0.0621917808219178,1,"al",2,11,9,1,76.5,71.5,0.5,39,NA
64,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,59,1,0.59,0.454794520547945,0.135205479452055,0.135205479452055,1,"al",2,11,9,1,80.5,40,0.5,45,NA
64,"kobe covid","kobe","covid",44,35,1,0.35,0.120547945205479,0.229452054794521,0.229452054794521,0,"bl",1,3,2,1,100,100,1.5,70.5,"bc"
64,"kobe firstStim","kobe","firstStim",60,46,1,0.46,0.164383561643836,0.295616438356164,0.295616438356164,0,"bl",1,5,4,1,99.5,86.5,49,26,"bc"
64,"kobe RBG","kobe","RBG",235,82,1,0.82,0.643835616438356,0.176164383561644,0.176164383561644,1,"l",1,11,10,1,96,85.5,0,46,NA
64,"RBG presBiden","RBG","presBiden",51,38,1,0.38,0.13972602739726,0.24027397260274,0.24027397260274,0,"al",11,11,0,1,96,50.5,48,20.5,"ac"
64,"soleimani BLM","soleimani","BLM",148,44,1,0.44,0.405479452054795,0.0345205479452055,0.0345205479452055,1,"l",8,6,-2,0,43,16,4,19,NA
64,"soleimani covid","soleimani","covid",67,51,1,0.51,0.183561643835616,0.326438356164384,0.326438356164384,0,"bl",8,3,-5,0,50.5,50.5,2,45.5,"bc"
